id;x;y;z;time
0x6733;2778;799;0;2019-05-16 10:26:02.038
0x6733;2778;869;0;2019-05-16 10:26:02.402
0x6733;2749;971;0;2019-05-16 10:26:02.767
0x6733;2811;937;0;2019-05-16 10:26:02.949
0x6733;2806;1105;0;2019-05-16 10:26:03.322
0x6733;2876;1223;0;2019-05-16 10:26:03.501
0x6733;2888;1332;0;2019-05-16 10:26:03.688
0x6733;2877;1333;0;2019-05-16 10:26:03.871
0x6733;2529;1847;0;2019-05-16 10:26:04.235
0x6733;2951;1704;0;2019-05-16 10:26:04.422
0x6733;2781;1945;0;2019-05-16 10:26:04.606
0x6733;2645;2124;0;2019-05-16 10:26:04.789
0x6733;2593;2111;0;2019-05-16 10:26:05.343
0x6733;2445;2156;0;2019-05-16 10:26:05.518
0x6733;2301;2180;0;2019-05-16 10:26:05.702
0x6733;2145;2229;0;2019-05-16 10:26:05.887
0x6733;1981;2152;0;2019-05-16 10:26:06.065
0x6733;1720;1966;0;2019-05-16 10:26:06.439
0x6733;1600;1912;0;2019-05-16 10:26:06.620
0x6733;912;1370;0;2019-05-16 10:26:06.801
0x6733;1356;1819;0;2019-05-16 10:26:06.983
0x6733;1328;1682;0;2019-05-16 10:26:07.174
0x6733;1293;1548;0;2019-05-16 10:26:07.356
0x6733;1217;1386;0;2019-05-16 10:26:07.537
0x6733;1130;1195;0;2019-05-16 10:26:07.718
0x6733;1121;1046;0;2019-05-16 10:26:07.908
0x6733;1049;782;0;2019-05-16 10:26:08.272
0x6733;1054;649;0;2019-05-16 10:26:08.455
0x6733;1108;510;0;2019-05-16 10:26:08.645
0x6733;1235;376;0;2019-05-16 10:26:08.824
0x6733;1290;307;0;2019-05-16 10:26:09.009
0x6733;1623;322;0;2019-05-16 10:26:09.183
0x6733;2059;259;0;2019-05-16 10:26:09.553
0x6733;2718;764;0;2019-05-16 10:26:09.739
0x6733;2602;393;0;2019-05-16 10:26:10.288
0x6733;2794;537;0;2019-05-16 10:26:10.470
0x6733;3443;764;0;2019-05-16 10:26:10.656
0x6733;3067;700;0;2019-05-16 10:26:10.832
0x6733;3186;869;0;2019-05-16 10:26:11.019
0x6733;3184;956;0;2019-05-16 10:26:11.207
0x6733;3261;1223;0;2019-05-16 10:26:11.385
0x6733;3232;1384;0;2019-05-16 10:26:11.570
0x6733;3185;1387;0;2019-05-16 10:26:11.757
0x6733;3210;1547;0;2019-05-16 10:26:11.930
0x6733;3086;1943;0;2019-05-16 10:26:12.301
0x6733;2934;2073;0;2019-05-16 10:26:12.485
0x6733;2850;2153;0;2019-05-16 10:26:12.672
0x6733;2780;2265;0;2019-05-16 10:26:12.846
0x6733;2582;2277;0;2019-05-16 10:26:13.034
0x6733;2222;2529;0;2019-05-16 10:26:13.221
0x6733;2027;2328;0;2019-05-16 10:26:13.576
0x6733;1898;2289;0;2019-05-16 10:26:13.770
0x6733;1757;2195;0;2019-05-16 10:26:13.956
0x6733;1544;2285;0;2019-05-16 10:26:14.136
0x6733;1400;2156;0;2019-05-16 10:26:14.318
0x6733;1111;2074;0;2019-05-16 10:26:14.499
0x6733;577;1493;0;2019-05-16 10:26:14.686
0x6733;680;1436;0;2019-05-16 10:26:14.867
0x6733;830;1559;0;2019-05-16 10:26:15.050
0x6733;845;1384;0;2019-05-16 10:26:15.235
0x6733;939;1315;0;2019-05-16 10:26:15.414
0x6733;808;1043;0;2019-05-16 10:26:15.601
0x6733;823;824;0;2019-05-16 10:26:15.781
0x6733;839;686;0;2019-05-16 10:26:15.965
0x6733;904;519;0;2019-05-16 10:26:16.149
0x6733;1527;354;0;2019-05-16 10:26:17.057
0x6733;2165;309;0;2019-05-16 10:26:17.251
0x6733;2074;320;0;2019-05-16 10:26:17.422
0x6733;2486;423;0;2019-05-16 10:26:17.609
0x6733;2970;771;0;2019-05-16 10:26:17.973
0x6733;2711;623;0;2019-05-16 10:26:18.159
0x6733;2837;635;0;2019-05-16 10:26:18.338
0x6733;2999;847;0;2019-05-16 10:26:18.521
0x6733;2701;662;0;2019-05-16 10:26:18.713
0x6733;2813;767;0;2019-05-16 10:26:18.891
0x6733;2961;889;0;2019-05-16 10:26:19.071
0x6733;2748;803;0;2019-05-16 10:26:19.256
0x6733;2784;812;0;2019-05-16 10:26:19.434
0x6733;2922;817;0;2019-05-16 10:26:19.627
0x6733;2791;815;0;2019-05-16 10:26:19.806
0x6733;2856;735;0;2019-05-16 10:26:19.990
0x6733;2814;742;0;2019-05-16 10:26:20.177
0x6733;2871;795;0;2019-05-16 10:26:20.352
0x6733;2890;849;0;2019-05-16 10:26:20.540
0x6733;2942;778;0;2019-05-16 10:26:20.728
0x6733;2871;818;0;2019-05-16 10:26:20.905
0x6733;2944;949;0;2019-05-16 10:26:21.094
0x6733;3017;1005;0;2019-05-16 10:26:21.277
0x6733;3066;1104;0;2019-05-16 10:26:21.638
0x6733;3071;1335;0;2019-05-16 10:26:22.189
0x6733;3091;1337;0;2019-05-16 10:26:22.374
0x6733;3130;1500;0;2019-05-16 10:26:22.738
0x6733;3132;1649;0;2019-05-16 10:26:22.928
0x6733;3119;1753;0;2019-05-16 10:26:23.104
0x6733;3094;1961;0;2019-05-16 10:26:23.284
0x6733;2997;2481;0;2019-05-16 10:26:24.016
0x6733;2199;3035;0;2019-05-16 10:26:24.208
0x6733;2565;2584;0;2019-05-16 10:26:24.385
0x6733;2437;2513;0;2019-05-16 10:26:24.569
0x6733;2244;2595;0;2019-05-16 10:26:24.937
0x6733;2125;2625;0;2019-05-16 10:26:25.124
0x6733;1991;2626;0;2019-05-16 10:26:25.306
0x6733;1567;2597;0;2019-05-16 10:26:25.662
0x6733;1473;2529;0;2019-05-16 10:26:25.856
0x6733;1422;2442;0;2019-05-16 10:26:26.034
0x6733;1284;2417;0;2019-05-16 10:26:26.222
0x6733;1307;2325;0;2019-05-16 10:26:26.404
0x6733;1718;2100;0;2019-05-16 10:26:26.767
0x6733;1671;2078;0;2019-05-16 10:26:26.945
0x6733;1836;2069;0;2019-05-16 10:26:27.129
0x6733;1948;2083;0;2019-05-16 10:26:27.320
0x6733;2151;2059;0;2019-05-16 10:26:27.500
0x6733;2275;2088;0;2019-05-16 10:26:27.680
0x6733;2323;2149;0;2019-05-16 10:26:27.862
0x6733;2494;2206;0;2019-05-16 10:26:28.408
0x6733;2520;2359;0;2019-05-16 10:26:28.595
0x6733;2472;2451;0;2019-05-16 10:26:28.789
0x6733;2620;2493;0;2019-05-16 10:26:29.144
0x6733;2614;2567;0;2019-05-16 10:26:29.336
0x6733;2651;2714;0;2019-05-16 10:26:29.513
0x6733;2721;2627;0;2019-05-16 10:26:29.690
0x6733;2054;3204;0;2019-05-16 10:26:29.877
0x6733;2299;2632;0;2019-05-16 10:26:30.062
0x6733;2228;2690;0;2019-05-16 10:26:30.241
0x6733;2088;2689;0;2019-05-16 10:26:30.424
0x6733;2007;2744;0;2019-05-16 10:26:30.608
0x6733;2078;2659;0;2019-05-16 10:26:30.796
0x6733;1788;2644;0;2019-05-16 10:26:30.974
0x6733;1469;2675;0;2019-05-16 10:26:31.335
0x6733;1367;2561;0;2019-05-16 10:26:31.522
0x6733;1259;2494;0;2019-05-16 10:26:31.700
0x6733;1414;2414;0;2019-05-16 10:26:31.885
0x6733;1675;2222;0;2019-05-16 10:26:32.071
0x6733;1293;2193;0;2019-05-16 10:26:32.251
0x6733;1569;2074;0;2019-05-16 10:26:32.430
0x6733;1440;2054;0;2019-05-16 10:26:32.801
0x6733;1782;2268;0;2019-05-16 10:26:32.987
0x6733;1647;2147;0;2019-05-16 10:26:33.172
0x6733;1882;2189;0;2019-05-16 10:26:33.351
0x6733;1935;2189;0;2019-05-16 10:26:33.722
0x6733;2175;2206;0;2019-05-16 10:26:33.899
0x6733;2201;2282;0;2019-05-16 10:26:34.082
0x6733;2256;2450;0;2019-05-16 10:26:34.255
0x6733;2352;2418;0;2019-05-16 10:26:34.442
0x6733;2415;2447;0;2019-05-16 10:26:34.620
0x6733;2596;2411;0;2019-05-16 10:26:34.805
0x6733;2693;2372;0;2019-05-16 10:26:34.993
0x6733;2670;2253;0;2019-05-16 10:26:35.172
0x6733;2739;2139;0;2019-05-16 10:26:35.358
0x6733;2893;1953;0;2019-05-16 10:26:35.536
0x6733;2914;1905;0;2019-05-16 10:26:35.721
0x6733;2900;1870;0;2019-05-16 10:26:35.908
0x6733;2905;1624;0;2019-05-16 10:26:36.090
0x6733;3068;1439;0;2019-05-16 10:26:36.263
0x6733;3005;1412;0;2019-05-16 10:26:36.446
0x6733;2895;1131;0;2019-05-16 10:26:36.819
0x6733;2862;1019;0;2019-05-16 10:26:37.003
0x6733;2796;834;0;2019-05-16 10:26:37.370
0x6733;2777;764;0;2019-05-16 10:26:37.548
0x6733;2771;494;0;2019-05-16 10:26:37.919
0x6733;2431;608;0;2019-05-16 10:26:38.101
0x6733;2574;529;0;2019-05-16 10:26:38.282
0x6733;2036;418;0;2019-05-16 10:26:38.655
0x6733;1996;288;0;2019-05-16 10:26:39.020
0x6733;1844;271;0;2019-05-16 10:26:39.207
0x6733;1700;578;0;2019-05-16 10:26:39.382
0x6733;1086;626;0;2019-05-16 10:26:39.938
0x6733;1143;619;0;2019-05-16 10:26:40.119
0x6733;1101;780;0;2019-05-16 10:26:40.299
0x6733;1009;903;0;2019-05-16 10:26:40.487
0x6733;937;935;0;2019-05-16 10:26:40.671
0x6733;918;1081;0;2019-05-16 10:26:40.855
0x6733;737;1176;0;2019-05-16 10:26:41.031
0x6733;907;1390;0;2019-05-16 10:26:41.399
0x6733;599;1779;0;2019-05-16 10:26:41.590
0x6733;953;1679;0;2019-05-16 10:26:41.768
0x6733;1014;1718;0;2019-05-16 10:26:41.949
0x6733;1213;1981;0;2019-05-16 10:26:42.312
0x6733;1245;2003;0;2019-05-16 10:26:42.496
0x6733;1308;2073;0;2019-05-16 10:26:42.674
0x6733;1406;2184;0;2019-05-16 10:26:42.868
0x6733;1810;2192;0;2019-05-16 10:26:43.040
0x6733;1964;2299;0;2019-05-16 10:26:43.413
0x6733;2115;2307;0;2019-05-16 10:26:43.601
0x6733;2191;2299;0;2019-05-16 10:26:43.784
0x6733;2352;2264;0;2019-05-16 10:26:44.149
0x6733;2603;2210;0;2019-05-16 10:26:44.333
0x6733;2796;2055;0;2019-05-16 10:26:44.511
0x6733;2963;1985;0;2019-05-16 10:26:44.875
0x6733;2949;1925;0;2019-05-16 10:26:45.056
0x6733;3043;1795;0;2019-05-16 10:26:45.248
0x6733;3137;1464;0;2019-05-16 10:26:45.608
0x6733;3116;1279;0;2019-05-16 10:26:45.793
0x6733;2951;1142;0;2019-05-16 10:26:45.992
0x6733;2736;486;0;2019-05-16 10:26:46.353
0x6733;2705;753;0;2019-05-16 10:26:46.728
0x6733;2587;692;0;2019-05-16 10:26:46.905
0x6733;2780;700;0;2019-05-16 10:26:47.085
0x6733;2710;557;0;2019-05-16 10:26:47.275
0x6733;2564;456;0;2019-05-16 10:26:47.456
0x6733;2447;449;0;2019-05-16 10:26:47.634
0x6733;2276;323;0;2019-05-16 10:26:47.831
0x6733;1842;285;0;2019-05-16 10:26:48.014
0x6733;1669;293;0;2019-05-16 10:26:48.185
0x6733;1548;289;0;2019-05-16 10:26:48.374
0x6733;1673;371;0;2019-05-16 10:26:48.557
0x6733;1525;431;0;2019-05-16 10:26:48.742
0x6733;1154;467;0;2019-05-16 10:26:48.923
0x6733;828;612;0;2019-05-16 10:26:49.098
0x6733;860;456;0;2019-05-16 10:26:49.285
0x6733;1027;645;0;2019-05-16 10:26:49.472
0x6733;989;999;0;2019-05-16 10:26:49.828
0x6733;893;1092;0;2019-05-16 10:26:50.018
0x6733;753;1215;0;2019-05-16 10:26:50.193
0x6733;856;1331;0;2019-05-16 10:26:50.377
0x6733;1028;1413;0;2019-05-16 10:26:50.571
0x6733;966;1580;0;2019-05-16 10:26:50.757
0x6733;976;1712;0;2019-05-16 10:26:50.932
0x6733;1033;1793;0;2019-05-16 10:26:51.114
0x6733;1278;1889;0;2019-05-16 10:26:51.296
0x6733;1350;1920;0;2019-05-16 10:26:51.490
0x6733;1552;2093;0;2019-05-16 10:26:51.844
0x6733;1582;2114;0;2019-05-16 10:26:52.029
0x6733;1748;2083;0;2019-05-16 10:26:52.220
0x6733;2169;2174;0;2019-05-16 10:26:52.582
0x6733;2078;2074;0;2019-05-16 10:26:52.764
0x6733;2282;2123;0;2019-05-16 10:26:52.949
0x6733;2556;2046;0;2019-05-16 10:26:53.128
0x6733;2756;1910;0;2019-05-16 10:26:53.495
0x6733;2936;1842;0;2019-05-16 10:26:53.868
0x6733;3051;1565;0;2019-05-16 10:26:54.228
0x6733;3083;1407;0;2019-05-16 10:26:54.415
0x6733;2923;1181;0;2019-05-16 10:26:54.598
0x6733;2910;1078;0;2019-05-16 10:26:54.778
0x6733;3098;829;0;2019-05-16 10:26:54.970
0x6733;3116;867;0;2019-05-16 10:26:55.148
0x6733;2697;725;0;2019-05-16 10:26:55.515
0x6733;2776;709;0;2019-05-16 10:26:55.720
0x6733;2637;638;0;2019-05-16 10:26:55.882
0x6733;2691;605;0;2019-05-16 10:26:56.066
0x6733;2593;557;0;2019-05-16 10:26:56.244
0x6733;2118;535;0;2019-05-16 10:26:56.429
0x6733;2139;550;0;2019-05-16 10:26:56.606
0x6733;2082;413;0;2019-05-16 10:26:56.796
0x6733;1655;519;0;2019-05-16 10:26:56.975
0x6733;1420;724;0;2019-05-16 10:26:57.710
0x6733;1577;838;0;2019-05-16 10:26:57.893
0x6733;1608;906;0;2019-05-16 10:26:58.071
0x6733;1958;777;0;2019-05-16 10:26:58.260
0x6733;2073;827;0;2019-05-16 10:26:58.451
0x6733;2197;763;0;2019-05-16 10:26:58.621
0x6733;2293;780;0;2019-05-16 10:26:58.808
0x6733;2581;898;0;2019-05-16 10:26:59.177
0x6733;2550;806;0;2019-05-16 10:26:59.360
0x6733;2581;897;0;2019-05-16 10:26:59.912
0x6733;2638;871;0;2019-05-16 10:27:00.099
0x6733;2664;871;0;2019-05-16 10:27:00.280
0x6733;2608;862;0;2019-05-16 10:27:00.466
0x6733;2548;894;0;2019-05-16 10:27:00.652
0x6733;2655;849;0;2019-05-16 10:27:00.830
0x6733;2592;857;0;2019-05-16 10:27:01.008
0x6733;2659;843;0;2019-05-16 10:27:01.200
0x6733;2530;829;0;2019-05-16 10:27:01.381
0x6733;2511;847;0;2019-05-16 10:27:01.569
0x6733;2682;821;0;2019-05-16 10:27:01.746
0x6733;2497;861;0;2019-05-16 10:27:01.931
0x6733;2500;839;0;2019-05-16 10:27:02.114
0x6733;2571;830;0;2019-05-16 10:27:02.296
0x6733;2531;852;0;2019-05-16 10:27:02.655
0x6733;2670;876;0;2019-05-16 10:27:02.844
0x6733;2543;835;0;2019-05-16 10:27:03.216
0x6733;2529;840;0;2019-05-16 10:27:03.391
0x6733;2509;846;0;2019-05-16 10:27:03.568
0x6733;2549;789;0;2019-05-16 10:27:03.754
0x6733;2531;783;0;2019-05-16 10:27:03.939
0x6733;2488;796;0;2019-05-16 10:27:04.118
0x6733;2576;804;0;2019-05-16 10:27:04.301
0x6733;2614;793;0;2019-05-16 10:27:04.482
0x6733;2603;791;0;2019-05-16 10:27:04.669
0x6733;2591;791;0;2019-05-16 10:27:04.850
0x6733;2616;818;0;2019-05-16 10:27:05.222
0x6733;2510;827;0;2019-05-16 10:27:05.396
0x6733;2622;845;0;2019-05-16 10:27:05.584
0x6733;2629;827;0;2019-05-16 10:27:05.764
0x6733;2533;824;0;2019-05-16 10:27:05.954
0x6733;2496;839;0;2019-05-16 10:27:06.133
0x6733;2544;818;0;2019-05-16 10:27:06.319
0x6733;2526;826;0;2019-05-16 10:27:06.510
0x6733;2548;824;0;2019-05-16 10:27:06.684
0x6733;2638;833;0;2019-05-16 10:27:06.869
0x6733;2532;846;0;2019-05-16 10:27:07.052
0x6733;2559;815;0;2019-05-16 10:27:07.232
0x6733;2522;846;0;2019-05-16 10:27:07.421
0x6733;2652;834;0;2019-05-16 10:27:07.598
0x6733;2549;834;0;2019-05-16 10:27:07.783
0x6733;2508;795;0;2019-05-16 10:27:07.971
0x6733;2590;830;0;2019-05-16 10:27:08.153
0x6733;2542;821;0;2019-05-16 10:27:08.336
0x6733;2528;810;0;2019-05-16 10:27:08.512
0x6733;2533;820;0;2019-05-16 10:27:08.712
0x6733;2619;839;0;2019-05-16 10:27:08.883
0x6733;2562;843;0;2019-05-16 10:27:09.065
0x6733;2577;816;0;2019-05-16 10:27:09.246
0x6733;2543;792;0;2019-05-16 10:27:09.421
0x6733;2590;784;0;2019-05-16 10:27:09.613
0x6733;2611;790;0;2019-05-16 10:27:09.790
0x6733;2616;803;0;2019-05-16 10:27:10.338
0x6733;2551;788;0;2019-05-16 10:27:10.711
0x6733;2611;829;0;2019-05-16 10:27:11.071
0x6733;2559;850;0;2019-05-16 10:27:11.259
0x6733;2630;855;0;2019-05-16 10:27:11.438
0x6733;2566;828;0;2019-05-16 10:27:11.626
0x6733;2606;840;0;2019-05-16 10:27:11.990
0x6733;2576;834;0;2019-05-16 10:27:12.167
0x6733;2651;833;0;2019-05-16 10:27:12.541
0x6733;2598;803;0;2019-05-16 10:27:12.721
0x6733;2613;805;0;2019-05-16 10:27:12.899
0x6733;2574;783;0;2019-05-16 10:27:13.092
