;time;id;x;y;height;cam
36;1557995044710;27966;262;180;1230;D8:80:39:D8:42:9E
37;1557995044710;27974;487;202;1202;D8:80:39:D8:42:9E
38;1557995044941;27966;262;179;1238;D8:80:39:D8:42:9E
39;1557995044941;27974;487;202;1202;D8:80:39:D8:42:9E
40;1557995045245;27966;262;178;1222;D8:80:39:D8:42:9E
41;1557995045245;27974;487;202;1202;D8:80:39:D8:42:9E
42;1557995045409;27966;262;178;1215;D8:80:39:D8:42:9E
43;1557995045409;27974;487;202;1202;D8:80:39:D8:42:9E
44;1557995045707;27966;262;178;1215;D8:80:39:D8:42:9E
45;1557995045707;27974;488;202;1202;D8:80:39:D8:42:9E
46;1557995045909;27966;263;178;1215;D8:80:39:D8:42:9E
47;1557995045909;27974;488;202;1202;D8:80:39:D8:42:9E
48;1557995046219;27966;263;178;1223;D8:80:39:D8:42:9E
49;1557995046219;27974;487;202;1202;D8:80:39:D8:42:9E
50;1557995046410;27966;263;178;1223;D8:80:39:D8:42:9E
51;1557995046410;27974;487;202;1202;D8:80:39:D8:42:9E
52;1557995046707;27966;263;178;1216;D8:80:39:D8:42:9E
53;1557995046707;27974;487;201;1202;D8:80:39:D8:42:9E
54;1557995046907;27966;263;178;1216;D8:80:39:D8:42:9E
55;1557995046907;27974;487;202;1202;D8:80:39:D8:42:9E
56;1557995047226;27966;263;178;1216;D8:80:39:D8:42:9E
57;1557995047226;27974;487;202;1209;D8:80:39:D8:42:9E
58;1557995047412;27966;263;178;1216;D8:80:39:D8:42:9E
59;1557995047412;27974;486;202;1209;D8:80:39:D8:42:9E
60;1557995047706;27966;263;178;1216;D8:80:39:D8:42:9E
61;1557995047706;27974;487;202;1202;D8:80:39:D8:42:9E
62;1557995048012;27966;263;177;1216;D8:80:39:D8:42:9E
63;1557995048012;27974;487;202;1202;D8:80:39:D8:42:9E
64;1557995048215;27966;264;177;1216;D8:80:39:D8:42:9E
65;1557995048215;27974;487;202;1202;D8:80:39:D8:42:9E
66;1557995048511;27966;264;176;1216;D8:80:39:D8:42:9E
67;1557995048511;27974;488;202;1202;D8:80:39:D8:42:9E
68;1557995048716;27966;264;176;1216;D8:80:39:D8:42:9E
69;1557995048716;27974;488;202;1202;D8:80:39:D8:42:9E
70;1557995048911;27966;263;175;1216;D8:80:39:D8:42:9E
71;1557995048911;27974;488;202;1202;D8:80:39:D8:42:9E
72;1557995049223;27966;264;176;1216;D8:80:39:D8:42:9E
73;1557995049223;27974;488;202;1202;D8:80:39:D8:42:9E
74;1557995049414;27966;264;176;1216;D8:80:39:D8:42:9E
75;1557995049414;27974;488;202;1202;D8:80:39:D8:42:9E
76;1557995049710;27966;264;175;1216;D8:80:39:D8:42:9E
77;1557995049710;27974;488;201;1210;D8:80:39:D8:42:9E
78;1557995049912;27966;264;176;1216;D8:80:39:D8:42:9E
79;1557995049912;27974;487;202;1210;D8:80:39:D8:42:9E
80;1557995050258;27966;263;175;1216;D8:80:39:D8:42:9E
81;1557995050258;27974;487;202;1202;D8:80:39:D8:42:9E
82;1557995050414;27966;263;175;1216;D8:80:39:D8:42:9E
83;1557995050414;27974;487;202;1202;D8:80:39:D8:42:9E
84;1557995050712;27966;263;176;1216;D8:80:39:D8:42:9E
85;1557995050712;27974;488;202;1202;D8:80:39:D8:42:9E
86;1557995050914;27966;263;175;1216;D8:80:39:D8:42:9E
87;1557995050914;27974;488;202;1202;D8:80:39:D8:42:9E
88;1557995051223;27966;263;176;1216;D8:80:39:D8:42:9E
89;1557995051223;27974;487;202;1202;D8:80:39:D8:42:9E
90;1557995051413;27966;263;176;1216;D8:80:39:D8:42:9E
91;1557995051413;27974;487;202;1202;D8:80:39:D8:42:9E
92;1557995051707;27966;263;177;1216;D8:80:39:D8:42:9E
93;1557995051707;27974;487;202;1202;D8:80:39:D8:42:9E
94;1557995051908;27966;264;177;1216;D8:80:39:D8:42:9E
95;1557995051908;27974;487;202;1202;D8:80:39:D8:42:9E
96;1557995052206;27966;265;179;1216;D8:80:39:D8:42:9E
97;1557995052206;27974;487;202;1209;D8:80:39:D8:42:9E
98;1557995052425;27966;265;180;1216;D8:80:39:D8:42:9E
99;1557995052425;27974;487;202;1217;D8:80:39:D8:42:9E
100;1557995052712;27966;265;180;1216;D8:80:39:D8:42:9E
101;1557995052712;27974;487;202;1209;D8:80:39:D8:42:9E
102;1557995052912;27966;265;180;1200;D8:80:39:D8:42:9E
103;1557995052912;27974;487;202;1210;D8:80:39:D8:42:9E
104;1557995053224;27966;264;180;1199;D8:80:39:D8:42:9E
105;1557995053224;27974;487;201;1210;D8:80:39:D8:42:9E
106;1557995053419;27966;265;180;1215;D8:80:39:D8:42:9E
107;1557995053419;27974;487;202;1202;D8:80:39:D8:42:9E
108;1557995053709;27966;265;180;1216;D8:80:39:D8:42:9E
109;1557995053709;27974;487;202;1202;D8:80:39:D8:42:9E
110;1557995053913;27966;265;180;1216;D8:80:39:D8:42:9E
111;1557995053913;27974;488;201;1202;D8:80:39:D8:42:9E
112;1557995054216;27966;264;180;1215;D8:80:39:D8:42:9E
113;1557995054216;27974;487;202;1202;D8:80:39:D8:42:9E
114;1557995054411;27966;264;180;1215;D8:80:39:D8:42:9E
115;1557995054411;27974;487;202;1202;D8:80:39:D8:42:9E
116;1557995054710;27966;265;179;1215;D8:80:39:D8:42:9E
117;1557995054710;27974;487;202;1210;D8:80:39:D8:42:9E
118;1557995054914;27966;265;178;1216;D8:80:39:D8:42:9E
119;1557995054914;27974;487;202;1210;D8:80:39:D8:42:9E
120;1557995055222;27966;265;178;1216;D8:80:39:D8:42:9E
121;1557995055222;27974;487;202;1202;D8:80:39:D8:42:9E
122;1557995055448;27966;265;177;1216;D8:80:39:D8:42:9E
123;1557995055448;27974;487;202;1202;D8:80:39:D8:42:9E
124;1557995055715;27966;265;177;1216;D8:80:39:D8:42:9E
125;1557995055715;27974;488;202;1202;D8:80:39:D8:42:9E
126;1557995055911;27966;265;177;1216;D8:80:39:D8:42:9E
127;1557995055911;27974;487;202;1202;D8:80:39:D8:42:9E
128;1557995056212;27966;265;177;1216;D8:80:39:D8:42:9E
129;1557995056212;27974;487;202;1202;D8:80:39:D8:42:9E
130;1557995056512;27966;265;177;1216;D8:80:39:D8:42:9E
131;1557995056512;27974;488;201;1202;D8:80:39:D8:42:9E
132;1557995056714;27966;265;177;1216;D8:80:39:D8:42:9E
133;1557995056714;27974;487;201;1202;D8:80:39:D8:42:9E
134;1557995057011;27966;265;176;1216;D8:80:39:D8:42:9E
135;1557995057011;27974;487;201;1202;D8:80:39:D8:42:9E
136;1557995057245;27966;265;175;1216;D8:80:39:D8:42:9E
137;1557995057245;27974;487;201;1202;D8:80:39:D8:42:9E
138;1557995057409;27966;265;176;1216;D8:80:39:D8:42:9E
139;1557995057409;27974;487;201;1202;D8:80:39:D8:42:9E
140;1557995057705;27966;265;176;1216;D8:80:39:D8:42:9E
141;1557995057705;27974;488;201;1202;D8:80:39:D8:42:9E
142;1557995057908;27966;265;176;1216;D8:80:39:D8:42:9E
143;1557995057908;27974;487;201;1202;D8:80:39:D8:42:9E
144;1557995058214;27966;265;177;1216;D8:80:39:D8:42:9E
145;1557995058214;27974;487;201;1202;D8:80:39:D8:42:9E
146;1557995058413;27966;265;177;1216;D8:80:39:D8:42:9E
147;1557995058413;27974;487;201;1202;D8:80:39:D8:42:9E
148;1557995058710;27966;265;176;1200;D8:80:39:D8:42:9E
149;1557995058710;27974;488;201;1202;D8:80:39:D8:42:9E
150;1557995058911;27966;264;176;1185;D8:80:39:D8:42:9E
151;1557995058911;27974;487;201;1202;D8:80:39:D8:42:9E
152;1557995059215;27966;264;176;1184;D8:80:39:D8:42:9E
153;1557995059215;27974;487;201;1202;D8:80:39:D8:42:9E
154;1557995059408;27966;265;177;1192;D8:80:39:D8:42:9E
155;1557995059408;27974;488;201;1202;D8:80:39:D8:42:9E
156;1557995059716;27966;265;178;1185;D8:80:39:D8:42:9E
157;1557995059716;27974;488;201;1202;D8:80:39:D8:42:9E
158;1557995059911;27966;264;178;1184;D8:80:39:D8:42:9E
159;1557995059911;27974;488;201;1202;D8:80:39:D8:42:9E
160;1557995060210;27966;265;178;1200;D8:80:39:D8:42:9E
161;1557995060210;27974;488;201;1202;D8:80:39:D8:42:9E
162;1557995060410;27966;266;178;1208;D8:80:39:D8:42:9E
163;1557995060410;27974;488;201;1202;D8:80:39:D8:42:9E
164;1557995060706;27966;265;177;1216;D8:80:39:D8:42:9E
165;1557995060706;27974;487;201;1202;D8:80:39:D8:42:9E
166;1557995060937;27966;265;177;1216;D8:80:39:D8:42:9E
167;1557995060937;27974;487;201;1202;D8:80:39:D8:42:9E
168;1557995061224;27966;265;177;1216;D8:80:39:D8:42:9E
169;1557995061224;27974;488;201;1202;D8:80:39:D8:42:9E
170;1557995061511;27966;265;177;1216;D8:80:39:D8:42:9E
171;1557995061511;27974;488;201;1202;D8:80:39:D8:42:9E
172;1557995061712;27966;265;177;1216;D8:80:39:D8:42:9E
173;1557995061712;27974;488;201;1202;D8:80:39:D8:42:9E
174;1557995062012;27966;265;177;1216;D8:80:39:D8:42:9E
175;1557995062012;27974;488;201;1202;D8:80:39:D8:42:9E
176;1557995062216;27966;265;177;1216;D8:80:39:D8:42:9E
177;1557995062216;27974;488;201;1202;D8:80:39:D8:42:9E
178;1557995062407;27966;265;177;1216;D8:80:39:D8:42:9E
179;1557995062407;27974;488;201;1202;D8:80:39:D8:42:9E
180;1557995062715;27966;265;177;1216;D8:80:39:D8:42:9E
181;1557995062715;27974;488;201;1202;D8:80:39:D8:42:9E
182;1557995063010;27966;265;178;1216;D8:80:39:D8:42:9E
183;1557995063010;27974;488;201;1203;D8:80:39:D8:42:9E
184;1557995063224;27966;265;177;1216;D8:80:39:D8:42:9E
185;1557995063224;27974;488;201;1203;D8:80:39:D8:42:9E
186;1557995063413;27966;265;177;1216;D8:80:39:D8:42:9E
187;1557995063413;27974;488;201;1203;D8:80:39:D8:42:9E
188;1557995063711;27966;265;177;1216;D8:80:39:D8:42:9E
189;1557995063711;27974;488;201;1202;D8:80:39:D8:42:9E
190;1557995063912;27966;265;177;1216;D8:80:39:D8:42:9E
191;1557995063912;27974;487;201;1202;D8:80:39:D8:42:9E
192;1557995064208;27966;265;177;1216;D8:80:39:D8:42:9E
193;1557995064208;27974;487;200;1202;D8:80:39:D8:42:9E
194;1557995064414;27966;265;177;1216;D8:80:39:D8:42:9E
195;1557995064414;27974;487;200;1202;D8:80:39:D8:42:9E
196;1557995064710;27966;265;177;1216;D8:80:39:D8:42:9E
197;1557995064710;27974;487;201;1202;D8:80:39:D8:42:9E
198;1557995064911;27966;265;177;1216;D8:80:39:D8:42:9E
199;1557995064911;27974;488;201;1202;D8:80:39:D8:42:9E
200;1557995065232;27966;265;177;1216;D8:80:39:D8:42:9E
201;1557995065232;27974;488;201;1202;D8:80:39:D8:42:9E
202;1557995065412;27966;265;178;1216;D8:80:39:D8:42:9E
203;1557995065412;27974;488;201;1202;D8:80:39:D8:42:9E
204;1557995065708;27966;265;178;1216;D8:80:39:D8:42:9E
205;1557995065708;27974;487;201;1202;D8:80:39:D8:42:9E
206;1557995065911;27966;265;178;1216;D8:80:39:D8:42:9E
207;1557995065911;27974;487;201;1202;D8:80:39:D8:42:9E
208;1557995066249;27966;265;178;1216;D8:80:39:D8:42:9E
209;1557995066249;27974;488;201;1210;D8:80:39:D8:42:9E
210;1557995066410;27966;265;178;1216;D8:80:39:D8:42:9E
211;1557995066410;27974;487;201;1210;D8:80:39:D8:42:9E
212;1557995066707;27966;265;178;1216;D8:80:39:D8:42:9E
213;1557995066707;27974;487;201;1202;D8:80:39:D8:42:9E
214;1557995066909;27966;265;178;1216;D8:80:39:D8:42:9E
215;1557995066909;27974;488;201;1202;D8:80:39:D8:42:9E
216;1557995067237;27966;265;177;1216;D8:80:39:D8:42:9E
217;1557995067237;27974;488;200;1202;D8:80:39:D8:42:9E
218;1557995067409;27966;265;177;1216;D8:80:39:D8:42:9E
219;1557995067409;27974;487;201;1202;D8:80:39:D8:42:9E
220;1557995067707;27966;265;177;1216;D8:80:39:D8:42:9E
221;1557995067707;27974;487;201;1202;D8:80:39:D8:42:9E
222;1557995067914;27966;265;177;1216;D8:80:39:D8:42:9E
223;1557995067914;27974;487;201;1202;D8:80:39:D8:42:9E
224;1557995068219;27966;265;178;1216;D8:80:39:D8:42:9E
225;1557995068219;27974;488;201;1202;D8:80:39:D8:42:9E
226;1557995068418;27966;265;177;1216;D8:80:39:D8:42:9E
227;1557995068418;27974;487;201;1202;D8:80:39:D8:42:9E
228;1557995068710;27966;265;177;1216;D8:80:39:D8:42:9E
229;1557995068710;27974;487;202;1202;D8:80:39:D8:42:9E
230;1557995068909;27966;265;177;1216;D8:80:39:D8:42:9E
231;1557995068909;27974;487;201;1210;D8:80:39:D8:42:9E
232;1557995069232;27966;265;177;1216;D8:80:39:D8:42:9E
233;1557995069232;27974;487;201;1210;D8:80:39:D8:42:9E
234;1557995069409;27966;264;177;1216;D8:80:39:D8:42:9E
235;1557995069409;27974;487;201;1202;D8:80:39:D8:42:9E
236;1557995069714;27966;261;177;1215;D8:80:39:D8:42:9E
237;1557995069714;27974;488;201;1202;D8:80:39:D8:42:9E
238;1557995070025;27966;260;178;1230;D8:80:39:D8:42:9E
239;1557995070025;27974;488;201;1202;D8:80:39:D8:42:9E
240;1557995070216;27966;260;177;1230;D8:80:39:D8:42:9E
241;1557995070216;27974;488;201;1202;D8:80:39:D8:42:9E
242;1557995070413;27966;260;176;1223;D8:80:39:D8:42:9E
243;1557995070413;27974;488;201;1202;D8:80:39:D8:42:9E
244;1557995070711;27966;260;175;1216;D8:80:39:D8:42:9E
245;1557995070711;27974;488;201;1202;D8:80:39:D8:42:9E
246;1557995070913;27966;260;175;1216;D8:80:39:D8:42:9E
247;1557995070913;27974;488;201;1203;D8:80:39:D8:42:9E
248;1557995071220;27966;261;175;1223;D8:80:39:D8:42:9E
249;1557995071220;27974;488;201;1202;D8:80:39:D8:42:9E
250;1557995071414;27966;262;175;1231;D8:80:39:D8:42:9E
251;1557995071414;27974;487;201;1202;D8:80:39:D8:42:9E
252;1557995071717;27966;262;175;1238;D8:80:39:D8:42:9E
253;1557995071717;27974;487;201;1202;D8:80:39:D8:42:9E
254;1557995071915;27966;262;175;1231;D8:80:39:D8:42:9E
255;1557995071915;27974;487;201;1202;D8:80:39:D8:42:9E
256;1557995072218;27966;260;175;1223;D8:80:39:D8:42:9E
257;1557995072218;27974;487;201;1202;D8:80:39:D8:42:9E
258;1557995072512;27966;260;175;1223;D8:80:39:D8:42:9E
259;1557995072512;27974;488;201;1202;D8:80:39:D8:42:9E
260;1557995072710;27966;260;175;1216;D8:80:39:D8:42:9E
261;1557995072710;27974;488;201;1203;D8:80:39:D8:42:9E
262;1557995072912;27966;260;175;1216;D8:80:39:D8:42:9E
263;1557995072912;27974;487;201;1210;D8:80:39:D8:42:9E
264;1557995073219;27966;260;175;1216;D8:80:39:D8:42:9E
265;1557995073219;27974;487;202;1209;D8:80:39:D8:42:9E
266;1557995073415;27966;260;175;1223;D8:80:39:D8:42:9E
267;1557995073415;27974;487;202;1215;D8:80:39:D8:42:9E
268;1557995073716;27976;488;201;1203;D8:80:39:D8:42:9E
269;1557995073716;27966;260;175;1223;D8:80:39:D8:42:9E
270;1557995074013;27976;486;201;1217;D8:80:39:D8:42:9E
271;1557995074013;27966;260;175;1216;D8:80:39:D8:42:9E
272;1557995074216;27976;486;201;1217;D8:80:39:D8:42:9E
273;1557995074216;27966;259;175;1223;D8:80:39:D8:42:9E
274;1557995074415;27976;486;201;1217;D8:80:39:D8:42:9E
275;1557995074415;27966;259;175;1238;D8:80:39:D8:42:9E
276;1557995074715;27976;487;201;1210;D8:80:39:D8:42:9E
277;1557995074715;27966;258;175;1246;D8:80:39:D8:42:9E
278;1557995074909;27976;487;201;1210;D8:80:39:D8:42:9E
279;1557995074909;27966;257;175;1246;D8:80:39:D8:42:9E
280;1557995074909;27977;273;193;1256;D8:80:39:D8:42:9E
281;1557995075224;27976;487;201;1210;D8:80:39:D8:42:9E
282;1557995075224;27966;257;174;1254;D8:80:39:D8:42:9E
283;1557995075224;27977;275;195;1316;D8:80:39:D8:42:9E
284;1557995075418;27976;488;201;1202;D8:80:39:D8:42:9E
285;1557995075418;27966;258;174;1254;D8:80:39:D8:42:9E
286;1557995075418;27977;276;195;1264;D8:80:39:D8:42:9E
287;1557995075718;27976;487;202;1210;D8:80:39:D8:42:9E
288;1557995075718;27966;258;175;1246;D8:80:39:D8:42:9E
289;1557995075718;27977;279;194;1121;D8:80:39:D8:42:9E
290;1557995075912;27976;487;202;1210;D8:80:39:D8:42:9E
291;1557995075912;27966;259;175;1231;D8:80:39:D8:42:9E
292;1557995075912;27977;282;192;1024;D8:80:39:D8:42:9E
293;1557995076211;27976;486;201;1225;D8:80:39:D8:42:9E
294;1557995076211;27966;261;175;1216;D8:80:39:D8:42:9E
295;1557995076211;27977;285;191;950;D8:80:39:D8:42:9E
296;1557995076417;27976;485;200;1233;D8:80:39:D8:42:9E
297;1557995076417;27966;262;175;1216;D8:80:39:D8:42:9E
298;1557995076417;27977;285;191;950;D8:80:39:D8:42:9E
299;1557995076717;27976;486;201;1225;D8:80:39:D8:42:9E
300;1557995076717;27966;261;175;1216;D8:80:39:D8:42:9E
301;1557995076717;27977;285;191;950;D8:80:39:D8:42:9E
302;1557995076946;27976;487;202;1202;D8:80:39:D8:42:9E
303;1557995076946;27966;261;175;1216;D8:80:39:D8:42:9E
304;1557995077222;27966;261;175;1216;D8:80:39:D8:42:9E
305;1557995077222;27978;486;201;1215;D8:80:39:D8:42:9E
306;1557995077409;27966;261;174;1216;D8:80:39:D8:42:9E
307;1557995077409;27978;486;202;1209;D8:80:39:D8:42:9E
308;1557995077704;27966;261;174;1216;D8:80:39:D8:42:9E
309;1557995077704;27978;487;202;1202;D8:80:39:D8:42:9E
310;1557995078012;27966;260;175;1231;D8:80:39:D8:42:9E
311;1557995078012;27978;485;201;1217;D8:80:39:D8:42:9E
312;1557995078209;27966;259;176;1245;D8:80:39:D8:42:9E
313;1557995078209;27978;484;201;1233;D8:80:39:D8:42:9E
314;1557995078410;27966;259;177;1253;D8:80:39:D8:42:9E
315;1557995078410;27978;484;202;1233;D8:80:39:D8:42:9E
316;1557995078706;27966;259;176;1253;D8:80:39:D8:42:9E
317;1557995078706;27978;483;203;1240;D8:80:39:D8:42:9E
318;1557995079012;27966;259;176;1253;D8:80:39:D8:42:9E
319;1557995079012;27978;483;204;1240;D8:80:39:D8:42:9E
320;1557995079226;27966;259;177;1253;D8:80:39:D8:42:9E
321;1557995079226;27978;483;204;1240;D8:80:39:D8:42:9E
322;1557995079414;27966;258;176;1253;D8:80:39:D8:42:9E
